alcohol	citric acid	volatile acidity:pH:residual sugar	quality
12.2	0.29	0.32:3.38:nan	medium
12.0	0.3	nan:3.3:2.0	medium
9.8	0.29	0.22:nan:8.9	medium
	0.56	0.23:3.1:16.45	low
9.6	0.19	0.27:3.49:2.0	low
9.5	0.19	0.27:3.49:1.9	low
	0.42	0.23:3.5:5.1	medium
10.4		0.15:nan:4.4	high
11.0	0.29	0.26:3.28:5.8	medium
10.4	0.28	0.15:3.24:4.4	high
8.7	0.68	0.2:3.05:nan	low
9.9	0.29	0.3:3.29:1.3	low
9.9	0.3	0.3:3.29:1.3	low
11.3	0.35	nan:3.06:1.2	low
12.0	0.26	nan:3.38:2.7	high
10.7	0.26	0.28:3.43:1.7	high
10.1		0.24:3.13:8.2	medium
9.6	0.34	0.17:3.25:1.5	high
9.6	0.34	0.17:3.25:1.5	medium
8.7	0.55	0.695:3.29:12.9	low
10.3	0.29	0.27:3.54:3.9	low
9.1	0.25	0.3:2.98:17.75	low
11.8	0.27	0.19:3.17:4.9	medium
11.9	0.39	0.36:nan:1.6	medium
10.3	0.24	0.16:nan:1.4	medium
10.0	0.42	0.19:3.09:2.0	low
10.2	0.49	0.16:3.1:2.0	low
10.0		0.26:3.12:8.2	medium
12.7	0.36	0.33:2.96:2.1	medium
9.6	0.46	0.16:3.04:1.8	low
	0.18	0.23:3.16:8.5	low
12.7	0.26	0.44:3.17:4.45	medium
11.0	0.27	0.31:nan:5.8	medium
9.1	0.1	0.705:3.1:13.0	low
10.2	0.28	0.21:3.35:2.7	low
10.1	0.26	0.16:3.38:7.3	medium
9.2	0.25	0.27:3.05:nan	medium
9.4		0.38:3.47:8.8	low
	0.28	0.21:3.35:2.7	low
9.2	0.18	0.38:3.53:7.4	low
10.0		0.24:2.98:2.3	low
10.1	0.26	0.16:3.38:6.85	medium
9.0	0.09	0.815:3.15:11.4	low
9.5	0.16	0.41:3.16:0.9	low
9.1	0.41	0.36:3.39:nan	low
13.3		0.4:3.05:7.9	high
9.5	0.43	nan:3.26:11.75	low
9.2	0.18	0.44:3.56:7.7	low
10.1	0.29	0.24:3.36:3.0	medium
9.2	0.18	0.44:3.56:nan	low
10.1	0.29	0.24:3.36:3.0	medium
11.2	0.26	0.22:3.27:1.5	medium
9.8	0.28	0.34:3.14:7.5	medium
11.2	0.26	0.22:nan:1.5	medium
9.8	0.28	0.34:3.14:7.5	medium
9.4	0.17	0.28:3.22:8.3	low
9.0	0.14	0.29:3.23:7.05	low
9.4	0.17	nan:3.21:8.4	low
8.9	0.2	0.35:nan:13.9	medium
9.1	0.27	nan:3.02:17.5	medium
	0.35	0.35:nan:5.6	low
9.4	0.28	0.43:nan:9.4	low
10.0	0.28	0.26:3.13:nan	medium
9.4	0.28	0.43:3.17:9.4	low
	0.37	0.27:3.48:9.7	medium
10.0	0.26	0.46:3.14:6.3	low
	0.28	0.2:3.17:1.6	medium
9.2	0.32	0.285:3.0:14.6	low
10.0	0.33	0.32:3.15:2.5	low
9.2		0.285:3.0:14.6	low
10.0	0.34	0.34:3.15:2.6	low
10.0		0.32:3.15:2.5	low
9.8	0.26	0.27:3.43:8.2	medium
10.5	0.27	0.26:3.36:1.5	medium
10.6	0.26	0.27:3.45:2.3	medium
	0.15	0.56:3.28:10.0	low
9.4	0.15	0.56:3.28:10.0	low
11.0	0.27	0.19:3.38:nan	high
	0.26	0.2:3.53:1.6	medium
9.0	0.3	0.29:3.3:16.0	low
9.6	0.33	nan:3.07:10.4	medium
10.6	0.36	0.33:3.19:nan	medium
10.6	0.36	0.33:3.19:7.4	medium
		0.32:3.07:nan	medium
9.2	0.24	0.33:nan:16.05	low
9.2	0.24	0.33:3.08:16.05	low
9.5	0.33	nan:2.89:2.6	low
9.5	0.33	0.25:nan:2.5	low
10.3	0.26	0.26:3.47:10.8	high
8.8	0.15	0.26:3.08:1.2	low
8.7	0.78	0.28:2.98:12.1	low
8.7	0.79	0.27:2.98:11.95	low
10.2	0.32	0.28:3.2:1.7	medium
	0.34	0.16:3.25:0.8	medium
9.5	0.1	0.34:3.21:1.4	low
9.5	0.34	nan:3.1:1.3	low
11.6	0.4	nan:3.54:6.3	high
10.7	0.23	0.24:3.13:10.3	medium
10.1	0.21	0.29:3.11:15.55	medium
11.1	0.31	0.27:3.32:nan	high
9.8	0.09	0.56:3.22:1.5	low
9.0	0.49	0.29:3.08:1.4	medium
11.1	0.31	0.27:3.32:1.5	high
9.5		0.27:3.19:7.9	medium
9.4	0.3	0.24:3.37:13.0	medium
10.2	0.3	0.32:3.24:1.0	low
9.8	0.37	0.37:3.1:4.85	medium
9.5	0.37	0.26:3.19:7.1	medium
9.5	0.37	nan:3.19:7.9	medium
9.0		0.3:3.17:7.5	low
10.1	0.32	0.28:3.1:7.6	medium
8.8	0.32	0.24:3.02:10.3	low
	0.27	0.27:nan:1.7	medium
11.9	0.27	0.27:2.97:1.7	medium
9.3		0.28:3.19:19.95	medium
10.0	0.49	0.39:3.33:nan	medium
9.5		0.2:3.21:5.3	low
9.3	0.24	0.28:3.19:19.95	medium
9.7	0.23	0.31:3.16:12.7	low
9.7		nan:3.16:12.7	low
10.2	0.22	0.18:3.19:1.5	low
10.8	0.25	0.23:3.11:11.3	low
8.8	0.36	0.21:3.27:18.1	low
	0.36	0.21:3.27:nan	low
11.4		0.26:3.32:7.0	medium
8.8	0.36	0.21:3.27:18.1	low
9.8	0.4	nan:3.14:6.4	low
9.4	0.36	0.34:3.17:nan	low
9.4	0.36	0.34:3.17:1.4	low
9.4	0.28	0.3:3.21:3.1	medium
9.4	0.41	0.4:3.2:14.1	medium
9.7	0.34	0.32:3.22:7.7	medium
12.3	0.31	0.34:3.35:5.2	high
9.8	0.25	0.26:3.33:11.6	medium
9.0	0.57	0.27:3.12:10.4	low
9.2	0.45	0.28:3.26:nan	medium
9.4		0.3:nan:11.2	medium
9.9		0.175:3.28:0.8	medium
9.8	0.36	0.34:3.07:nan	low
12.3	0.3	0.34:3.36:4.7	high
11.9	0.3	0.12:3.02:3.1	high
	0.29	0.32:3.27:4.0	medium
9.5	0.29	0.51:3.14:11.3	medium
	0.3	0.12:3.02:3.1	high
9.2	0.55	0.24:3.24:8.1	low
9.7	0.23	0.41:3.18:14.8	low
11.5	0.33	0.18:3.36:1.4	high
10.4	0.24	nan:nan:8.1	high
11.6	0.38	nan:3.22:3.5	low
9.7	0.23	0.41:3.18:14.8	low
10.4		0.17:3.17:8.1	high
11.5		0.18:3.36:nan	high
10.2	0.35	0.16:3.27:1.5	medium
9.8	0.37	0.16:3.38:1.5	medium
9.0	0.13	0.42:3.24:12.8	low
	0.12	0.3:3.38:1.6	medium
9.4	0.27	0.54:nan:7.1	low
9.4	0.27	nan:3.16:7.1	low
10.8	0.3	0.22:3.21:11.2	low
10.7	0.3	0.23:3.17:nan	high
10.6	0.34	0.26:3.08:6.7	medium
		0.23:3.15:nan	medium
9.5	0.14	nan:3.28:8.6	medium
9.5	0.14	0.28:3.28:8.6	medium
10.0	0.18	0.27:nan:1.5	low
10.6	0.34	0.29:3.13:nan	low
10.6	0.34	0.26:3.08:6.7	medium
10.6	0.34	0.27:3.13:10.7	low
9.2	0.25	0.23:3.15:17.3	medium
11.0	0.3	0.32:3.24:1.8	medium
11.2	0.24	0.22:3.25:1.4	medium
9.6	0.38	0.5:3.32:7.5	low
9.4	0.14	0.33:3.21:4.8	low
9.5	0.42	0.26:3.2:7.1	medium
9.3	0.47	0.2:3.09:nan	low
9.4	0.14	0.33:3.21:4.8	low
9.5	0.42	0.26:3.2:7.1	medium
9.4	0.52	0.36:nan:11.3	low
	0.42	0.13:3.13:1.1	high
11.2	0.44	0.15:3.14:1.2	high
11.2	0.42	0.13:3.13:1.1	high
8.8	0.64	0.23:3.0:12.9	low
11.2	0.44	nan:3.14:1.2	high
11.2	0.42	0.13:3.13:1.1	high
9.4	0.65	0.255:3.2:1.2	low
11.1	0.26	0.32:3.06:2.3	medium
9.6	0.22	0.28:3.08:10.0	low
11.1	0.26	0.32:3.06:2.3	medium
9.4	0.65	0.255:3.2:1.2	low
10.6	0.16	0.41:2.95:1.4	medium
8.9	0.16	0.37:3.13:14.9	low
12.3	0.24	0.21:3.15:1.8	high
11.4	0.28	0.24:3.34:1.8	low
9.6	0.36	0.28:3.16:7.0	medium
10.3		0.24:3.33:8.6	medium
11.4	0.28	nan:3.34:1.8	low
12.1	0.32	0.16:nan:1.1	medium
9.9	0.28	0.14:3.46:1.3	low
9.7	0.36	0.34:3.15:4.9	low
10.5	0.24	0.26:3.18:1.9	low
8.9	0.42	0.17:3.04:10.4	medium
9.4	0.4	0.27:3.18:10.0	low
9.6	0.36	0.25:3.18:8.6	low
	0.27	0.3:3.4:1.7	high
9.2		nan:3.1:1.7	medium
	0.26	0.3:3.2:18.95	low
9.0	0.3	0.18:nan:12.8	high
9.0	0.3	0.18:3.0:12.8	high
9.0	0.3	0.18:3.0:nan	high
9.0	0.3	0.18:3.0:nan	high
9.0	0.3	0.18:3.0:12.8	high
	0.3	0.18:3.0:12.8	high
9.2	0.25	0.14:3.22:0.7	medium
9.0	0.3	nan:nan:12.8	high
9.7	0.1	0.615:nan:1.4	low
10.1	0.28	nan:nan:13.3	medium
11.0	0.3	0.34:3.46:8.5	high
10.8		0.32:3.2:nan	low
10.8	0.29	0.21:nan:11.7	low
13.5	0.13	0.5:3.48:5.0	high
10.6	0.34	0.52:3.24:1.2	low
9.8	0.31	0.28:3.23:2.1	low
11.7	0.34	0.22:3.18:nan	medium
9.8	0.31	0.28:3.23:2.1	low
9.0	0.27	0.32:3.34:16.0	medium
11.3	0.42	0.11:3.18:1.1	high
9.4	0.32	0.26:3.31:15.3	low
11.7	0.34	0.22:3.18:1.4	medium
11.3	0.29	0.3:3.31:2.8	high
11.3	0.29	0.3:3.31:2.8	high
12.0	0.3	0.2:3.2:0.9	medium
10.6	0.36	0.2:3.48:2.5	medium
10.8	0.33	0.26:nan:8.1	medium
10.8	0.32	0.25:nan:8.2	medium
12.0	0.3	0.2:nan:nan	medium
9.4	0.46	0.27:3.18:11.1	low
	0.39	0.3:3.19:nan	low
11.3	0.29	0.3:3.31:2.8	high
9.4	0.52	0.36:3.07:10.1	low
12.0	0.37	0.21:3.39:3.2	low
10.3	0.41	0.18:3.28:14.2	high
10.3	0.41	0.18:3.28:14.2	high
10.3	0.41	0.18:3.28:14.2	high
11.3	0.21	0.26:3.22:2.9	high
9.4	0.35	0.35:3.1:nan	medium
8.7	0.28	0.28:3.14:20.4	low
9.4	0.52	nan:3.07:nan	low
11.3	0.21	0.26:3.22:2.9	high
10.3	0.41	0.18:3.28:14.2	high
12.0	0.37	0.21:3.39:3.2	low
8.0	0.21	0.19:3.34:0.95	low
10.4	0.26	0.24:3.44:1.7	high
10.7	0.23	0.17:3.37:1.7	high
10.2	0.24	0.24:3.47:9.0	medium
10.9	0.0	0.6:nan:1.3	low
10.5	0.26	0.445:3.3:1.4	medium
11.7	0.28	0.28:3.26:2.4	high
8.6	0.2	0.44:3.13:16.0	low
9.0	0.27	0.24:3.2:11.4	low
8.7	0.73	0.31:2.96:14.35	low
	0.26	0.32:3.1:2.1	medium
9.0	0.27	0.24:3.2:11.4	low
8.7	0.73	0.31:2.96:14.35	low
11.8	0.38	nan:3.28:1.1	medium
11.6	0.37	0.14:3.05:1.1	medium
11.8	0.37	nan:3.14:1.2	medium
10.6	0.35	0.15:3.24:nan	low
9.7	0.4	0.23:3.17:5.2	low
10.3	0.22	0.33:3.22:nan	low
10.2	0.24	0.17:nan:9.6	medium
	0.3	nan:3.33:nan	high
10.9	0.36	0.18:3.7:1.2	high
9.3	0.28	0.15:3.24:0.8	low
10.2	0.29	0.23:3.33:14.45	medium
10.2	0.24	0.17:3.15:9.6	medium
9.5	0.39	nan:nan:nan	low
9.3	0.26	0.68:3.18:3.4	low
12.9	0.31	0.22:3.06:2.3	high
8.7	0.27	0.28:3.14:11.0	low
9.4		0.4:3.4:5.95	low
10.1	0.23	0.19:3.23:5.1	low
10.0	0.24	0.23:3.19:5.4	low
11.1	0.42	0.14:3.27:1.2	high
10.3		0.15:3.26:12.6	high
	0.34	0.15:nan:1.0	medium
	0.34	0.33:3.11:6.6	medium
11.3	0.26	0.3:nan:1.5	medium
10.8		0.23:3.04:nan	medium
11.2	0.25	0.13:2.98:1.1	high
12.5	0.34	0.21:3.32:6.6	high
9.3	0.41	0.4:nan:nan	low
12.9		0.34:3.4:2.0	high
11.2	0.25	0.12:nan:1.4	high
12.6	0.21	0.655:3.0:2.0	medium
9.3	0.4	0.26:3.2:7.5	low
12.9	0.31	0.34:3.4:2.0	high
12.9	0.3	0.3:3.41:2.0	high
	0.3	0.15:3.2:13.3	high
11.9	0.31	0.37:3.19:2.85	medium
10.3	0.25	0.35:2.93:5.6	high
10.3	0.24	0.32:2.92:5.6	high
11.2	0.33	0.1:3.06:1.0	medium
12.0	0.31	0.25:3.18:nan	medium
9.6	0.17	0.31:3.13:1.0	low
9.2	0.28	0.18:3.2:7.1	medium
12.9		0.17:3.03:2.4	medium
9.3	0.27	0.19:2.99:11.2	medium
12.1	0.25	nan:nan:9.5	medium
9.6	0.17	nan:3.13:1.0	low
11.2	0.29	0.21:3.37:1.8	medium
11.2	0.36	0.16:3.11:nan	high
		0.17:3.03:2.4	medium
9.2	0.38	0.24:nan:8.0	low
9.3	0.27	0.19:2.99:11.2	medium
9.2	0.28	0.18:3.2:7.1	medium
9.3		0.3:3.18:3.3	medium
10.7	0.27	nan:3.2:10.3	medium
9.8	0.32	0.31:nan:1.2	medium
	0.25	0.23:3.3:1.6	medium
10.7	0.27	0.28:nan:10.3	medium
11.3	0.28	0.23:3.28:9.65	medium
8.8	0.5	nan:3.02:16.4	medium
10.8		0.18:3.18:1.5	low
	0.32	0.31:3.05:1.2	medium
9.3	0.25	0.3:3.18:3.3	medium
11.5	0.31	0.46:3.26:5.0	high
8.8	0.36	0.23:3.26:16.3	low
	0.36	0.23:3.26:16.3	low
8.8	0.36	0.23:3.26:16.3	low
9.4	0.38	0.26:3.19:nan	medium
9.4	0.39	0.26:3.19:6.4	medium
9.6	0.39	0.28:nan:10.2	medium
8.8	0.36	0.23:3.26:16.3	low
9.3	0.42	0.23:3.22:7.4	medium
8.9		0.25:3.22:13.7	low
8.9	0.34	0.25:3.22:13.7	low
10.0		0.2:3.74:1.3	low
9.1	0.44	0.21:3.24:nan	low
9.3	0.42	0.23:3.22:7.4	medium
9.4	0.37	0.24:3.2:7.45	medium
10.1	0.28	nan:3.14:7.2	medium
8.9	0.34	0.25:3.22:13.7	low
10.8	0.29	0.16:3.2:10.4	medium
10.0	0.29	0.28:3.24:1.1	medium
	0.31	0.18:3.03:6.5	medium
12.0	0.3	0.26:3.15:4.6	high
9.3	0.64	0.37:2.99:13.9	low
12.3	0.27	0.4:3.22:5.2	high
10.4	0.25	0.26:3.45:1.7	medium
10.9	0.31	0.18:3.03:6.5	medium
10.5	0.32	0.23:3.22:nan	low
9.8	0.31	0.2:nan:3.6	medium
10.5	0.31	0.17:3.06:1.5	medium
9.9	0.28	0.35:3.16:12.4	medium
11.4	0.31	0.29:3.27:1.7	high
9.2	0.22	nan:3.18:6.2	low
9.7		0.51:3.09:6.2	low
10.0	0.34	0.51:3.09:2.6	low
11.4	0.31	0.29:nan:1.7	high
10.3	0.28	0.29:3.13:9.3	medium
9.9	0.28	0.35:3.16:12.4	medium
10.5	0.31	0.17:nan:1.5	medium
9.8	0.28	0.2:3.16:9.1	high
9.3	0.42	0.615:3.19:12.0	low
12.4	0.28	0.32:3.08:nan	high
9.3	0.19	0.2:nan:12.3	medium
9.3	0.42	0.615:3.19:12.0	low
9.5		0.23:3.26:2.7	medium
10.5	0.33	0.27:3.08:3.6	medium
10.5		0.27:3.08:3.6	medium
	0.22	0.44:nan:4.3	high
10.8	0.3	nan:2.99:1.8	medium
	0.33	0.26:3.1:11.8	medium
11.8	0.34	0.17:3.38:1.8	high
10.0	0.33	0.26:3.1:11.8	medium
11.8	0.34	0.17:3.38:1.8	high
12.0	0.36	nan:3.19:1.4	medium
12.6	0.3	0.43:3.18:6.6	medium
11.9	0.27	0.315:3.37:1.55	high
10.6	0.28	0.17:3.13:0.7	low
9.2	0.18	0.34:3.42:6.4	low
10.0	0.34	0.33:3.17:11.8	medium
9.2	0.26	0.12:3.36:4.3	low
9.3	0.26	0.13:3.36:5.1	medium
10.2	0.35	0.18:3.24:5.8	medium
10.2	0.36	0.16:3.25:nan	medium
8.7	0.15	0.26:3.14:1.3	low
10.7	0.35	0.32:3.24:1.4	low
12.1	0.34	nan:3.18:1.2	medium
9.5	0.3	0.16:3.12:7.4	medium
11.2	0.29	0.27:3.18:nan	medium
12.0	0.37	0.16:2.93:1.8	medium
9.5	0.3	0.16:3.12:7.4	medium
12.1		0.3:3.18:1.2	medium
10.7	0.35	0.32:3.24:1.4	low
8.8	0.44	0.44:3.26:14.4	high
10.8	0.24	0.2:3.8:1.7	medium
13.1	0.32	0.29:nan:3.6	high
12.5	0.32	0.39:3.08:3.6	high
11.7	0.32	0.36:3.09:10.05	high
11.7	0.32	0.36:3.09:10.05	high
11.6	0.32	0.36:3.09:10.5	high
11.3	0.36	0.2:3.29:1.9	medium
	0.32	nan:3.08:3.6	high
11.4	0.37	0.2:nan:1.65	low
12.2	0.34	0.235:3.4:1.9	low
11.7	0.6	0.965:3.39:65.8	medium
10.4	0.31	nan:3.31:6.85	medium
10.4	0.31	0.2:3.31:7.4	medium
10.4	0.31	nan:3.31:7.4	medium
9.1	0.25	0.24:3.17:20.2	low
12.2	0.36	0.3:3.05:11.0	medium
9.1		0.24:3.17:20.2	low
9.4	0.42	nan:3.12:6.2	low
9.4	0.43	0.4:3.11:6.2	low
10.4	0.31	0.2:3.31:6.85	medium
9.2	0.51	0.25:3.22:8.0	low
9.4	0.44	0.26:3.2:8.2	low
13.5	0.3	0.37:3.22:2.2	high
9.4	0.53	0.35:3.07:10.1	low
10.9	0.32	nan:3.13:7.2	high
13.5	0.3	0.37:3.22:2.2	high
9.4	0.53	0.35:3.07:10.1	low
11.4	0.32	0.31:3.19:1.6	high
12.4	0.37	0.16:3.19:nan	high
9.2	0.51	0.25:3.22:8.0	low
9.4	0.44	0.26:3.2:8.2	low
10.5		0.15:3.3:5.3	medium
11.5	0.32	0.15:3.26:14.0	high
10.9	0.32	0.22:3.13:7.2	high
10.8	0.26	0.2:3.34:1.6	medium
8.9	0.71	0.17:3.03:11.8	low
8.9	0.72	0.18:3.03:nan	low
9.4	0.48	0.27:3.2:6.1	medium
	0.31	0.32:3.44:2.7	high
12.1	0.31	0.26:2.99:3.6	high
10.9	0.32	0.3:3.17:1.7	low
10.1	0.34	0.16:3.34:nan	medium
	0.31	nan:3.44:nan	high
13.0	0.39	0.19:3.31:1.0	high
11.0	0.24	0.36:3.23:0.9	low
10.8	0.41	0.17:3.19:1.6	low
13.0	0.39	0.19:3.31:1.0	high
	0.47	0.11:2.91:10.6	low
11.4		nan:3.44:2.0	medium
9.2	0.82	0.325:2.99:1.2	low
9.9		0.4:nan:6.2	low
10.5	0.24	0.2:3.22:9.2	low
12.4	0.34	0.27:3.06:nan	medium
9.5	0.4	0.26:3.18:6.3	medium
10.5	0.22	0.25:3.16:3.3	medium
9.1	0.45	0.22:3.23:8.0	medium
11.5	0.31	0.14:3.38:1.2	high
11.5	0.31	0.14:3.38:1.2	high
11.2	0.32	0.26:3.17:16.2	low
10.8	0.34	0.22:3.22:11.6	low
9.4	0.43	0.45:3.12:7.2	low
11.0	0.3	0.17:3.17:1.1	medium
11.3	0.28	0.44:3.21:3.4	high
11.2	0.27	0.15:3.28:1.4	medium
	0.22	0.25:3.16:3.3	medium
9.1	0.45	0.22:3.23:8.0	medium
10.4	0.3	0.26:3.21:9.3	medium
11.2	0.29	0.15:3.1:nan	high
11.1	0.29	0.22:nan:0.9	high
11.2		0.37:3.18:3.5	medium
10.5	0.38	0.375:3.29:1.7	medium
10.0	0.4	0.2:3.2:1.3	medium
10.0	0.38	0.22:3.2:nan	medium
	0.31	nan:nan:5.6	low
10.9	0.29	0.22:3.15:7.4	high
11.2	0.29	nan:3.1:2.3	high
11.7	0.34	0.2:3.5:1.0	low
	0.07	0.31:3.16:1.5	low
9.5	0.37	0.43:nan:10.0	low
9.0	0.29	nan:3.03:14.9	low
10.0	0.34	nan:3.04:nan	low
11.9	0.39	0.2:3.08:1.0	low
10.6	0.39	0.16:3.57:1.0	medium
11.0		0.21:3.15:nan	medium
11.2	0.26	0.33:3.25:5.0	high
12.0	0.58	0.18:nan:1.25	high
12.6	0.31	0.29:3.24:3.9	high
	0.26	0.33:3.25:5.0	high
10.5	0.36	0.21:3.24:0.8	medium
10.2	0.33	0.21:3.11:1.0	medium
11.0		0.21:3.15:5.9	medium
	0.32	nan:3.57:1.6	medium
12.3	0.32	0.15:3.18:1.3	medium
10.6	0.39	nan:3.57:1.0	medium
10.4	0.46	0.19:3.36:1.1	medium
12.0	0.58	0.18:3.51:1.25	high
12.7	0.32	0.48:3.15:1.4	high
	0.23	0.23:3.05:1.2	low
12.3	0.29	0.17:3.14:nan	medium
12.7	0.32	0.48:3.15:1.4	high
11.4		0.15:3.09:1.7	medium
12.0	0.36	0.17:3.65:1.8	high
12.4	0.32	nan:3.23:1.6	high
12.1	0.36	0.23:3.24:1.5	high
11.4	0.38	0.15:nan:1.7	medium
10.7	0.31	0.22:3.21:13.9	low
9.3	0.55	0.15:2.97:5.9	low
12.7	0.33	0.32:3.37:2.1	medium
11.7	0.3	0.37:3.18:1.1	medium
10.7	0.35	0.25:nan:6.7	low
11.8	0.28	0.21:2.99:2.7	high
	0.3	0.24:3.2:6.7	low
13.4	0.33	0.475:nan:3.95	high
12.8	0.32	0.28:3.12:7.75	high
12.8	0.3	0.4:nan:10.6	medium
		nan:nan:1.6	low
11.5	0.28	0.2:3.31:2.5	low
10.5	0.34	nan:nan:0.7	low
13.0	0.36	0.36:2.95:nan	medium
12.4	0.29	0.285:3.19:5.15	high
10.2	0.3	nan:3.16:4.7	medium
9.0	0.46	0.42:3.23:9.7	low
12.0	0.34	0.16:3.33:1.7	high
11.7	0.36	0.125:nan:1.4	high
10.0	0.26	0.44:nan:2.0	low
10.3	0.39	0.31:nan:7.5	low
9.0	0.46	nan:3.23:9.7	low
11.1	0.28	0.18:2.99:nan	low
9.0	0.26	0.21:3.31:13.1	low
10.5	0.37	0.16:3.4:1.1	medium
11.9	0.32	0.22:3.27:2.2	high
9.4	0.14	0.36:3.27:8.9	low
11.4	0.25	0.21:3.31:1.1	medium
10.8	0.32	0.25:3.31:nan	high
9.8	0.26	0.31:3.1:1.7	low
9.3	0.46	0.26:3.2:6.9	low
11.4	0.25	0.21:3.31:1.1	medium
11.3	0.31	0.2:3.24:1.0	medium
11.3	0.3	0.18:3.23:1.0	medium
9.5	0.2	nan:nan:nan	low
9.4	0.14	0.36:3.27:8.9	low
	0.32	0.22:3.27:2.2	high
9.3		0.18:3.03:1.2	low
11.4	0.38	0.14:3.03:nan	medium
11.4	0.38	0.14:3.03:1.0	medium
12.7	0.26	0.44:3.22:3.1	medium
13.5	0.4	nan:3.2:nan	high
11.2	0.28	0.28:3.06:2.2	medium
10.7	0.32	0.16:3.19:8.75	low
10.8	0.4	0.28:3.01:11.9	low
10.5	0.31	0.39:3.46:2.7	medium
13.0		0.44:3.13:5.45	high
10.8	0.31	0.22:nan:6.3	medium
9.1		0.22:3.05:14.4	medium
10.1	0.3	0.25:nan:7.8	low
11.9	0.33	nan:3.3:1.6	high
12.0	0.31	0.31:2.98:9.1	high
	0.31	0.31:nan:9.1	high
9.1	0.29	0.22:3.05:14.4	medium
11.6	0.4	0.21:3.22:1.3	high
11.9	0.33	0.155:3.3:1.6	high
10.2	0.32	0.25:3.14:nan	medium
10.8	0.31	0.22:3.08:6.3	medium
9.8		0.21:3.3:0.7	low
11.4	0.28	0.27:2.95:1.25	low
9.8	0.27	0.17:nan:0.7	low
	0.3	0.25:3.1:7.8	low
9.8	0.29	0.12:3.19:10.3	high
9.8	0.29	0.12:3.19:10.3	high
10.7	0.34	0.29:3.21:7.8	medium
10.6	0.3	0.3:3.11:8.7	low
9.3	0.46	0.26:3.17:8.3	low
9.8	0.29	0.12:nan:10.3	high
10.7	0.34	0.29:3.21:7.8	medium
14.0	0.31	0.33:3.33:1.2	high
	0.28	0.29:3.36:8.3	medium
	0.28	0.29:3.36:8.3	medium
9.4		0.26:3.21:6.2	medium
9.0		0.28:3.1:5.0	medium
9.0	0.25	0.28:3.08:1.8	low
10.0	0.22	0.2:3.37:1.6	low
9.0	0.25	0.27:3.08:1.8	low
9.0	0.25	0.28:3.08:1.8	low
12.4	0.3	0.29:3.29:2.9	high
11.3	0.24	0.35:3.14:6.0	low
12.0	0.38	0.12:2.8:0.9	medium
11.7	0.3	0.12:3.01:1.1	medium
10.0	0.22	0.2:nan:1.6	low
13.2	0.26	0.4:2.84:5.45	high
11.0	0.34	0.11:3.07:14.05	high
11.0	0.41	0.23:3.22:8.0	medium
9.2	0.38	0.38:3.02:13.1	low
13.0	0.29	nan:3.08:4.9	high
10.6	0.24	nan:3.77:1.3	low
	0.26	0.34:3.55:2.2	high
9.0	0.3	0.23:nan:14.9	medium
9.0		0.23:3.04:14.9	medium
11.5	0.31	0.31:2.93:0.95	low
11.0	0.3	0.2:3.11:1.4	medium
		0.31:2.93:0.95	low
9.9	0.24	0.26:3.11:1.7	low
10.4	0.22	0.22:3.12:5.6	medium
9.0	0.3	0.23:3.04:14.9	medium
9.9	0.4	0.19:3.06:7.1	medium
	0.33	0.14:3.07:1.2	medium
12.1	0.39	0.32:nan:9.6	medium
9.7	0.2	nan:2.96:11.4	medium
9.7	0.2	0.23:2.96:11.4	medium
12.2	0.26	0.36:2.99:7.9	high
12.4	0.42	0.38:3.15:5.0	high
	0.28	0.23:3.03:nan	high
10.4	0.31	nan:3.28:8.0	medium
12.0	0.32	0.26:3.15:3.8	medium
12.7		0.3:3.07:10.55	medium
10.9	0.28	0.18:3.11:10.2	high
10.9	0.28	0.18:3.11:10.2	high
10.9	0.28	0.18:3.11:9.8	high
11.4	0.31	0.19:3.15:6.3	high
11.0	0.32	0.16:3.22:1.1	medium
12.6	0.32	nan:3.45:nan	high
11.6	0.28	0.37:3.29:6.3	high
10.5	0.27	nan:3.11:10.9	high
10.9	0.28	0.18:3.11:9.8	high
10.9	0.28	0.18:3.11:9.8	high
12.5	0.34	0.28:3.03:0.8	medium
12.1	0.36	nan:3.11:0.8	high
11.3	0.33	0.25:3.02:1.2	medium
13.3	0.3	0.32:3.07:1.3	high
10.9	0.28	0.18:3.11:9.8	high
10.9	0.28	0.18:3.11:nan	high
10.5	0.27	0.2:3.11:10.9	high
11.6	0.28	nan:3.29:6.3	high
11.4	0.31	0.19:3.15:6.3	high
11.0	0.36	0.18:3.16:1.2	medium
12.1	0.36	0.3:3.08:0.9	medium
11.0		nan:3.22:1.1	medium
12.6		0.27:3.45:4.5	high
13.0	0.33	0.3:3.36:3.7	high
	0.5	0.2:nan:18.1	medium
9.5	0.31	0.25:3.16:1.35	low
11.8	0.36	0.22:3.2:5.5	medium
12.2	0.37	0.25:3.14:3.1	medium
10.7	0.37	nan:3.05:12.85	medium
11.0	0.34	0.45:3.07:19.8	medium
11.4	0.3	0.32:nan:nan	medium
10.7	0.37	0.13:3.05:12.85	medium
12.0		0.34:nan:3.8	medium
11.9	0.31	0.22:3.02:6.9	high
11.4	0.3	0.32:2.99:8.25	medium
	0.35	nan:3.02:11.7	medium
10.6	0.29	0.27:3.34:4.6	low
9.7	0.21	0.74:3.06:4.0	low
11.0		0.45:3.07:19.8	medium
10.7	0.37	0.13:3.05:12.85	medium
